ï»¿faction_id|id|name|cost|detachment|detachment_id|legend|description|
GK|000010348004|Purity of Purpose|15|Brotherhood Strike|000001081|This warriorâs single-minded devotion to duty is exemplary, driving them into the fiercest fires of battle with no thought of hesitation.|<span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> model only. Each time the bearerâs unit is set up using the <span class="tooltip00046" data-tooltip-content="#tooltip_content00046"><span class="tt kwbu">Deep</span> <span class="tt kwbu">Strike</span></span> ability, until the end of the turn, you can re-roll <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">Charge</span> <span class="tt kwbu">rolls</span></span> made for the bearerâs unit.|
GK|000010360004|Sigil of Exigence|30|Sanctic Spearhead|000001084|This powerful and ancient sorcerous ward reacts to imminent peril by wrenching the bearer momentarily out of sync with reality itself.|<span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> model only. Once per battle, in your opponentâs <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, when the bearerâs unit is selected as the target of a ranged attack, you can remove the bearerâs unit from the battlefield and then set it back up again anywhere on the battlefield that is more than 9" horizontally away from all enemy units. If the bearerâs unit is no longer an eligible target, your opponent can then select new targets for any attacks that had targeted the bearerâs unit.|
GK|000010356004|The Sixty-sixth Seal|25|Banishers|000001083|One of the six hundred and sixty-six seals of purity once affixed to the tomb of Vasandrius, the talismanic properties of this artefact lend a keen edge of sacred intolerance to their bearerâs armaments.|<span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, each time a model in the bearerâs unit makes an attack, improve the Armour Penetration characteristic of that attack by 1.|
GK|000010352004|Sanctic Reaper|15|Hallowed Conclave|000001082|A veteran of dozens of purgation campaigns, this champion has honed his combat style to cut a bloody path through massed foes easily.|<span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> <span class="kwb">TERMINATOR</span> model only. Add 3 to the Attacks characteristic of the bearerâs melee weapons.|
GK|000010364004|A Foot in the Future|15|Augurium Task Force|000001085|Stratego-prescient telecasts scroll over this warriorâs heads-up display, providing them with tactical battlefield foretellings to which they swiftly react.|<span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> model only. Each time the bearerâs unit is set up in your <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a>, the bearer can use this Enhancement. If it does, the bearerâs unit can make a <span class="tooltip00221" data-tooltip-content="#tooltip_content00221"><span class="tt kwbu">Normal</span> <span class="tt kwbu">move</span></span> of up to D6", and until the end of the turn, the bearerâs unit is not eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a Charge</a>.|
GK|000010352005|Nemesis Rounds|10|Hallowed Conclave|000001082|Empowered through the invocation of true names and carved spells of seeking, each of these precious rounds veers unerringly toward its intended target.|<span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> <span class="kwb">TERMINATOR</span> model only. Each time you target the bearerâs unit with the <span class="tooltip00241" data-tooltip-content="#tooltip_content00241"><span class="tt kwbu">Fire</span> <span class="tt kwbu">Overwatch</span></span> Stratagem, hits are scored on unmodified <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">rolls</span></span> of 5+ while resolving that Stratagem.|
GK|000010360005|Spiritus Machina|25|Sanctic Spearhead|000001084|Thought to date back to Old Night, this device allows the bearer to draw targeting data from machine spirit senses and entwine it with their own perceptions.|<span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> <span class="kwb">INFANTRY</span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, each time the bearerâs unit is selected to shoot, if the bearerâs unit <span class="tooltip00076" data-tooltip-content="#tooltip_content00076"><span class="tt kwbu">disembarked</span></span> from a <span class="tooltip00595" data-tooltip-content="#tooltip_content00595" data-tooltip-anchor="#tooltip_content00595"><span class="kwb kwbu">TRANSPORT</span></span> this turn, until the end of the phase, each time a model in the bearerâs unit makes an attack, you can re-roll the <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.|
GK|000010356005|Pyresoul (Psychic)|20|Banishers|000001083|So fiercely do the psychic flames of this warriorâs soul burn that they can be conjured forth in blazing columns of spiritual immolation to annihilate the foe.|<span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> model only. At the start of your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, the bearer can use this Enhancement. If it does, select one enemy unit within 24" of and <a href="/wh40k10ed/the-rules/core-rules/#Determining-Visibility">visible</a> to the bearer; that unit suffers D3 <span class="tooltip00049" data-tooltip-content="#tooltip_content00049"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wounds</span></span>.|
GK|000009777005|Paragon of Sanctity|10|Warpbane Task Force|000000992|This warrior sorcerer lends their spiritual strength to allies fighting amidst unholy corruption, bolstering their spiritual resolve.|<span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> model only. Once per battle, at the start of any phase, the bearer can select one friendly <span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> unit within 18" of and <a href="/wh40k10ed/the-rules/core-rules/#Determining-Visibility">visible</a> to it. If it does, until the end of the phase, that unit is within your armyâs <span class="tooltip00594" data-tooltip-content="#tooltip_content00594"><span class="tt kwbu">Hallowed</span> <span class="tt kwbu">Ground</span></span>.|
GK|000010348005|Tome of Forbidden Ways|25|Brotherhood Strike|000001081|Drawn from the Chambers of Purity under special dispensation, this ancient book reveals sorcerous paths that none but the bravest and most mighty dare walk.|<span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> model only. While the bearer is on the battlefield or in <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>, add 1 to the number of units from your army that you can select for the <span class="tooltip00596" data-tooltip-content="#tooltip_content00596"><span class="tt kwbu">Gate</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Infinity</span></span> rule.|
GK|000010364005|Doomseerâs Amulet|25|Augurium Task Force|000001085|The cruel powers of this forbidden artefact cause foes to perceive the wearer as a death omen drawn from their culture, manifested to prophecy their doom.|<span class="kwb">GREY</span> <span class="kwb">KNIGHTS</span> model only. Each time the bearerâs unit is set up in your <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a>, the bearer can use this Enhancement. If it does, select one enemy unit within 12" of and <a href="/wh40k10ed/the-rules/core-rules/#Determining-Visibility">visible</a> to the bearer. That enemy unit must take a <span class="tooltip00036" data-tooltip-content="#tooltip_content00036"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">test</span></span>, subtracting 1 from that test.|
LoV|000010435002|Oathbound Speculator|30|NeedgaÃ¢rd Oathband|000001096|This kindred hero is a master of knowing the right moment to funnel the kinhosts precious resources into the most efficient destruction of the foe.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. Each time a model in the bearerâs unit makes an attack, re-roll a <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> of 1. Each time the bearerâs unit is selected to shoot or fight, you can spend 3YP. If you do, until the end of the phase, each time a model in the bearerâs unit makes an attack, add 1 to the Wound roll.|
LoV|000010447002|Tactical Alchemy|10|Brandfast Oathband|000001099|The greatest kinhost commanders can transmute profitable yields into more immediate tactical and strategic support.|<span class="tooltip00597" data-tooltip-content="#tooltip_content00597" data-tooltip-anchor="#tooltip_content00597"><span class="kwb kwbu">KÃHL</span></span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if the bearerâs unit is within range of one or more <span class="tooltip00064" data-tooltip-content="#tooltip_content00064"><span class="tt kwbu">objective</span> <span class="tt kwbu">markers</span></span> you control that are not within your deployment zone, you can spend 1YP. If you do, roll one D6: on a 4+, you gain 1CP.|
LoV|000009529002|Masterful Construction|0|Void Salvagers|000000950|The weapons utilised by the Kin are wrought by expert craftsmen and are as versatile as they are deadly.|Each time the bearer is selected to shoot or fight, you can select one of the following weapon abilities: <span class="kwb2 bluefont"><span class="tooltip00048" data-tooltip-content="#tooltip_content00048"><span class="tt kwbu">[DEVASTATING</span> <span class="tt kwbu">WOUNDS]</span></span></span>; <span class="kwb2 bluefont"><span class="tooltip00218" data-tooltip-content="#tooltip_content00218"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span>; <span class="kwb2 bluefont"><span class="tooltip00061" data-tooltip-content="#tooltip_content00061"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span>. Until the end of the phase, weapons equipped by the bearer (excluding <span class="tooltip00528" data-tooltip-content="#tooltip_content00528"><span class="tt kwbu">Psychic</span> <span class="tt kwbu">weapons</span></span>) have that ability.|
LoV|000010443002|DÃªlvwerke Navigator|25|DÃªlve Assault Shift|000001098|With a mastery of the dÃªllveâs workings, guild reserves can be expertly directed to where they are needed most.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. In the <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, the bearer can use this Enhancement. If it does, select one friendly <a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/Cthonian-Beserks"><span class="kwb kwbo">CTHONIAN</span> <span class="kwb kwbo">BESERKS</span></a> unit <a href="/wh40k10ed/the-rules/core-rules/#Determining-Visibility">visible</a> to the bearer and then spend any number of YP. Return one destroyed model to that unit and then, for every 2YP you just spent, return up to one additional destroyed model to that unit.|
LoV|000010439002|Eye for Weakness|25|Persecution Prospect|000001097|Any hint of vulnerability draws the gaze of this punitive assessor like a rich vein of ore.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. Each time a model in the bearerâs unit makes an attack that targets an assailed unit, add 1 to the <span class="tooltip00006" data-tooltip-content="#tooltip_content00006"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.|
LoV|000009823002|Bastion Shield|25|Hearthband|000001001|The technologies contained within this heraldic crest radiate a dome of ablative weavewÃ«rke shielding that robs the force from enemy projectiles.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. Each time a ranged attack targets the bearerâs unit, if the attacking model is within 12" of the bearerâs unit, worsen the Armour Penetration characteristic of that attack by 1. If you spend 1YP, until the end of the phase, if the attacking model is within 18" of the bearerâs unit, worsen the Armour Penetration characteristic of that attack by 1 instead.|
LoV|000009537002|Celebrated Folk Hero|0|Hearthfire Strike|000000951|The exploits of this Einhyr Champion have fuelled many a Bru-fuelled celebration, and the Hearthguard compete to fight at their side. To see them laid low fires the wrath of their comrades.|The first time the bearer is <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span>, each enemy unit on the battlefield gains 1 Judgement token.|
LoV|000010451002|FÃ¢rstrydr Node|20|Hearthfyre Arsenal|000001100|An evolutionary stride in teleportation technology, this experimental device shields its wearer and their companions in a bubble of esoteric force. It is.so strong that they can endure brief teleportation plunges through the Warp to strike at the most opportune time.|<a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/BrÃ´khyr-Iron-master"><span class="kwb kwbo">IRON-MASTER</span></a> or <a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/Memnyr-Strategist"><span class="kwb kwbo">MEMNYR</span> <span class="kwb kwbo">STRATEGIST</span></a> model only. Models in the bearerâs unit have the <span class="tooltip00046" data-tooltip-content="#tooltip_content00046"><span class="tt kwbu">Deep</span> <span class="tt kwbu">Strike</span></span> ability.|
LoV|000009529003|Obsessive Drive|0|Void Salvagers|000000950|The bearer seeks a specific item that lies in the hands of the foe and they will not rest until it has been secured. Those foes foolish enough to block the path are targeted for priority destruction.|At the start of the first <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, select one <a href="/wh40k10ed/the-rules/boarding-action-rules/#Objective-Markers">objective marker</a>. While the bearer is on the battlefield, each time a <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> unit from your army is selected to shoot or fight, each enemy unit within range of that objective marker is considered to have 1 additional Judgement token while resolving those attacks.|
LoV|000009537003|GÃ»lykâs Stars|0|Hearthfire Strike|000000951|A set of mass driver accelerators crafted by the master Brokhyr Gulyk, these potent devices can be worked into an Einhyr Champions exo-armour. Named stars for their ferocious energy output, they propel the wearer forward like an unstoppable battering ram.|Each time the bearer ends a <span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">Charge</span> <span class="tt kwbu">move</span></span>, select one enemy unit within <a href="/wh40k10ed/the-rules/boarding-action-rules/#Engagement-Range">Engagement Range</a> of it and roll one D6: on a 2-4, that enemy unit suffers 1 <span class="tooltip00049" data-tooltip-content="#tooltip_content00049"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wound</span></span>; on a 5+, that enemy unit suffers 2 mortal wounds. If this results in one or more enemy models being <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span>, you can select one closed <a href="/wh40k10ed/the-rules/boarding-action-rules/#Terrain">Hatchway</a> within 6" of the bearer and open it.|
LoV|000010439003|Writ of Acquisition|10|Persecution Prospect|000001097|This mnestic mesh of circuitry records and analyses the enemyâs response under fire as witnessed by the bearer, harvesting valuable intelligence on their capabilities.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after the bearerâs unit has shot, you gain 1YP for each assailed enemy unit hit by one or more of those attacks (to a maximum of 3YP).|
LoV|000010443003|Multiwave System Jammer|10|DÃªlve Assault Shift|000001098|This master-wrought comms array fouls enemy sensors, blinding the foe to the bearer's closing Cthonian allies.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. Once per battle, in your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, if the bearer is on the battlefield, it can use this Enhancement. If it does, select one friendly <span class="tooltip00598" data-tooltip-content="#tooltip_content00598" data-tooltip-anchor="#tooltip_content00598"><span class="kwb kwbu">CTHONIAN</span></span> unit that is in <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reserves</a>. Until the end of the phase, for the purposes of setting up that unit on the battlefield, treat the current <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a> number as being one higher than it actually is.|
LoV|000010447003|TrivÃ¤rg Cyber Implant|30|Brandfast Oathband|000001099|A neural artefact of the famed - but tragically extinct - TrivÃ¤rg Fisculate Guild of BrÃ´khyr, this implant enables its host to coordinate fire patterns with exemplary skill and extraordinary speed, directly accessing vehicular systems to triangulate overlapping attack angles.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, each time the bearerâs unit is selected to shoot, if it <span class="tooltip00076" data-tooltip-content="#tooltip_content00076"><span class="tt kwbu">disembarked</span></span> from a <span class="tooltip00316" data-tooltip-content="#tooltip_content00316" data-tooltip-anchor="#tooltip_content00316"><span class="kwb kwbu">TRANSPORT</span></span> this turn, or if you spend 2YP, until the end of the phase, ranged weapons equipped by models in that unit have the <span class="kwb2 bluefont"><span class="tooltip00061" data-tooltip-content="#tooltip_content00061"><span class="tt kwbu">[sustained</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">2]</span></span></span> ability.|
LoV|000010451003|Calculated Tenacity|15|Hearthfyre Arsenal|000001100|Like any other resource, resolve and bloody-mindedness can be applied in force when and where needed by those with the will to do so.|<a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/BrÃ´khyr-Iron-master"><span class="kwb kwbo">IRON-MASTER</span></a> or <a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/Memnyr-Strategist"><span class="kwb kwbo">MEMNYR</span> <span class="kwb kwbo">STRATEGIST</span></a> model only. While the bearer is leading a unit, add 1 to the Objective Control characteristic of models in that unit.|
LoV|000010435003|Dead Reckoning|10|NeedgaÃ¢rd Oathband|000001096|Through vigilant and judicious calculation, this commander marshals their warriorsâ reserves against future martial requirements.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. At the end of the turn, if the bearer is on the battlefield and you spent no YP in that turn, you can gain 1YP.|
LoV|000009823003|Quake Multigenerator|15|Hearthband|000001001|Extremely rare and costly to manufacture, this darkstar-powered coil enables a weapon to initiate tremendously powerful reverberations.|<span class="tooltip00597" data-tooltip-content="#tooltip_content00597" data-tooltip-anchor="#tooltip_content00597"><span class="kwb kwbu">KÃHL</span></span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after the bearer has shot, select one enemy unit (excluding <span class="kwb">TITANIC</span> units) hit by one or more of those attacks. Until the start of your next turn, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|
LoV|000010443004|Quake Supervisor|20|DÃªlve Assault Shift|000001098|This structural analyst specialises in plotting attacks that exploit underlying weaknesses to deadly effect:|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. While the bearer is within 3" of one or more friendly <a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/Cthonian-Earthshakers"><span class="kwb kwbo">LEAGUES</span> <span class="kwb2 kwbo">OF</span> <span class="kwb kwbo">VOTANN</span> <span class="kwb kwbo">ARTILLERY</span></a> units, the bearer has the <span class="tooltip00222" data-tooltip-content="#tooltip_content00222"><span class="tt kwbu">Lone</span> <span class="tt kwbu">Operative</span></span> ability, and each time one of those <span class="kwb">ARTILLERY</span> units makes a ranged attack that targets an enemy unit <a href="/wh40k10ed/the-rules/core-rules/#Determining-Visibility">visible</a> to the bearer, add 1 to the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|
LoV|000009823004|Ironskein|10|Hearthband|000001001|A rare cloneskein threads this warriorâs bone structure and epidermis with metallic fibres.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. Add 2 to the bearerâs Wounds characteristic.|
LoV|000010435004|Iron Ambassador|5|NeedgaÃ¢rd Oathband|000001096|This exceptional weapon has been wielded by heroes against the enemies of numerous leagues and has been the last word in many a failed negotiation with obdurate foes.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model equipped with an Autoch-pattern combi-bolter only. Once per battle, when the bearerâs unit is selected to shoot, the bearer can use this Enhancement. If it does, spend up to 3YP and, until the end of the phase, add the number of YP you just spent to the Damage characteristic of the bearerâs ranged weapons.|
LoV|000010451004|Mantle of Elders|10|Hearthfyre Arsenal|000001100|The minds linked in this kognitaar mantle are believed to be the oldest of their kind. The complexity of their shared cognition permits strategic calculations at a level that Memnyr believe approaches the greatest fane.|<a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/Memnyr-Strategist"><span class="kwb kwbo">MEMNYR</span> <span class="kwb kwbo">STRATEGIST</span></a> model only. Each time the bearerâs unit is selected to shoot, if you spend YP using the <span class="tooltip00600" data-tooltip-content="#tooltip_content00600"><span class="tt kwbu">Optimal</span> <span class="tt kwbu">Application</span></span> Detachment rule when doing so, you can roll one D6: on a 2+, you gain 1YP.|
LoV|000010439004|Surgical Saboteur|10|Persecution Prospect|000001097|Experience has taught this survivor the weak points of the most significant threats, enabling them to pinpoint joints and locomotive mechanisms to slow down such brutes.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after the bearerâs unit has shot, select one <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit hit by one or more of those attacks; until the start of your next Shooting phase, that unit is pinned.|
LoV|000010447004|Precursive Judgement|15|Brandfast Oathband|000001099|This commander swiftly acts on alerts from trusted logic cores and unleashes deadly judgements before the kindredâs foes escape.|<span class="tooltip00597" data-tooltip-content="#tooltip_content00597" data-tooltip-anchor="#tooltip_content00597"><span class="kwb kwbu">KÃHL</span></span> model only. While the bearerâs unit is wholly within 6" of one or more friendly <span class="tooltip00601" data-tooltip-content="#tooltip_content00601" data-tooltip-anchor="#tooltip_content00601"><span class="kwb kwbu">LEAGUES</span> <span class="kwb2 kwbu">OF</span> <span class="kwb kwbu">VOTANN</span> <span class="kwb kwbu">TRANSPORT</span></span> units, you can target the bearerâs unit with the <span class="tooltip00241" data-tooltip-content="#tooltip_content00241"><span class="tt kwbu">Fire</span> <span class="tt kwbu">Overwatch</span></span> Stratagem for 0CP and hits are scored on unmodified <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">rolls</span></span> of 5+ while resolving that Stratagem.|
LoV|000010439005|Nomad Strategist|20|Persecution Prospect|000001097|The mobile strategies of this far-ranging commander allow them to swiftly reposition their most versatile forces and exploit weaknesses in the enemyâs battle lines.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. Once per battle, at the end of your opponentâs <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, if the bearer is on the battlefield, it can use this Enhancement. If it does, you can spend up to 4YP. Select one <span class="tooltip00602" data-tooltip-content="#tooltip_content00602" data-tooltip-anchor="#tooltip_content00602"><span class="kwb kwbu">HERNKYN</span></span> unit from your army, and, for every 2YP you just spent, select up to one additional <span class="kwb">HERNKYN</span> unit from your army. You can remove those units from the battlefield and place them into <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>. You cannot select a unit that is within <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of one or more enemy units (excluding assailed units).|
LoV|000010435005|Ancestral Crest|15|NeedgaÃ¢rd Oathband|000001096|It is said that this crest, inscribed with runes of the great Ancestor Cores, acts like a mobile fane through which the wisdom and gestalt power of the Votann flow.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. Once per turn, when you target the bearerâs unit with the <span class="tooltip00529" data-tooltip-content="#tooltip_content00529"><span class="tt kwbu">Command</span> <span class="tt kwbu">Re-roll</span></span> Stratagem, the bearer can use this Enhancement. If it does, spend 1YP and reduce the CP cost of that use of that Stratagem by 1CP.|
LoV|000009823005|High KÃ¢hl|30|Hearthband|000001001|This warriorâs value is only too well known by their comrades. Those Kin sworn to defend them will fight to their last breath rather than fail in this duty.|<span class="tooltip00597" data-tooltip-content="#tooltip_content00597" data-tooltip-anchor="#tooltip_content00597"><span class="kwb kwbu">KÃHL</span></span> model only. Each time a model in the bearerâs unit is destroyed by a melee attack, if it has not fought this phase, roll one D6: on a 4+, do not remove it from play. The destroyed model can fight after the attacking unit has finished making its attacks, and is then removed from play.|
LoV|000010451005|Graviton Vault|5|Hearthfyre Arsenal|000001100|This rune-scribed device holds a cache of forgewrought particles. Funnelled through an Iron-masterâs graviton arsenal, they mutate and cause anarchic fluxes in neuroelectrical impulses of the largest targets.|<a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/BrÃ´khyr-Iron-master"><span class="kwb kwbo">IRON-MASTER</span></a> model only. In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after the bearer has shot, and in the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, after the bearer has fought, select one enemy <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit hit by one or more of those attacks. Until the start of your next turn, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|
LoV|000010447005|Signature Restoration|5|Brandfast Oathband|000001099|The masterful and efficient work of this senior BrÃ´khyr is renowned and admired amongst the leagues.|<a class="kwbOne" href="/wh40k10ed/factions/leagues-of-votann/BrÃ´khyr-Iron-master"><span class="kwb kwbo">IRON-MASTER</span></a> model only. Each time a friendly <span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model is repaired using the bearerâs Forgewrought Expertise ability, that model regains 1 additional lost wound.|
LoV|000010443005|Piledriver|15|DÃªlve Assault Shift|000001098|Kin possessed of a ruthlessly direct attitude allow no impediments - no matter how large - to bar their path.|<span class="kwb">LEAGUES</span> <span class="kwb2">OF</span> <span class="kwb">VOTANN</span> model only. Each time the bearerâs unit is selected to fight, the bearer can use this Enhancement. If it does, spend up to 2YP and, until the end of the phase, add the number of YP you just spent to the Damage characteristic of the bearerâs melee weapons.|
NEC|000009604002|Nanoscarab Reconstitution|0|Canoptek Harvesters|000000961|This Crypteks living metal form crawls with nanoscarabs, further enhancing its regenerative properties.|In each playerâs <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, the bearer regains 1 lost wound.|
NEC|000009588002|Resurrection Protocols|0|Tomb Ship Complement|000000959|This Necron commanders body has been fitted with a miniaturised resurrection field. This device greatly enhances the bearerâs regenerative abilities.|The first time the bearer is <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span>, roll one D6 at the end of the phase. On a 2+, set the bearer back up on the battlefield, <a href="/wh40k10ed/the-rules/rules-commentary/#_intro2">as close as possible</a> to where it was destroyed and not within <a href="/wh40k10ed/the-rules/boarding-action-rules/#Engagement-Range">Engagement Range</a> of any enemy units, with D3 wounds remaining.|
NEC|000008543002|Eternal Madness|25|Annihilation Legion|000000815|This Necrons sanity suffered during the Great Sleep. Now they are driven by a wrathful zeal, one which has seeped through the carrier waves of their commandments and into their followers.|<span class="kwb">NECRONS</span> model only. In the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, each time a model in the bearerâs unit is <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span>, if that model has not fought this phase, roll one D6: on a 4+, do not remove the destroyed model from play; it can fight after the attacking models unit has finished making its attacks, and is then removed from play.|
NEC|000008372002|Veil of Darkness|20|Awakened Dynasty|000000756|With this device the bearer can twist space and time about them, enfolding them in a swirling darkness. When it fades, they have vanished, rematerialising elsewhere through a miracle of arcane science.|<span class="kwb">NECRONS</span> model only. Once per battle, at the end of your opponentâs turn, if the bearerâs unit is not within <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of any enemy units, the bearer can use this Enhancement. If it does, remove that unit from the battlefield. Then, in the <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your next <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, set up that unit anywhere on the battlefield that is more than 9" horizontally away from all enemy models.|
